temp_real_C,temp_feels_like_C,humidity,wind_speed_kph,season,weather
15.0,15.0,0.725,21.0,0.0,2.0
16.0,16.0,0.63,23.0,0.0,2.0
17.0,17.0,0.56,26.0,0.0,2.0
17.5,17.5,0.52,20.5,0.0,2.0
18.5,18.5,0.475,23.0,0.0,2.0
17.5,17.5,0.52,23.0,0.0,1.0
17.5,17.5,0.505,24.0,0.0,1.0
16.5,16.5,0.595,23.0,0.0,1.0
15.0,15.0,0.68,19.0,0.0,1.0
14.0,14.0,0.77,15.0,0.0,2.0
13.5,13.5,0.795,15.0,0.0,2.0
13.0,13.0,0.82,12.0,0.0,2.0
12.5,12.5,0.85,13.0,0.0,2.0
12.0,12.0,0.88,12.0,0.0,2.0
12.0,12.0,0.88,10.0,0.0,2.0
12.0,12.0,0.88,11.0,0.0,2.0
10.0,8.5,0.94,12.0,0.0,4.0
10.0,9.0,0.94,8.0,0.0,2.0
9.5,7.5,0.91,12.0,0.0,2.0
9.0,7.0,0.94,13.0,0.0,2.0
8.5,6.5,0.9,12.0,0.0,2.0
8.0,6.0,0.93,13.0,0.0,2.0
8.0,6.0,0.93,12.0,0.0,2.0
8.0,6.0,0.9,13.0,0.0,2.0
9.0,7.0,0.87,11.0,0.0,2.0
9.0,7.0,0.845,14.0,0.0,2.0
9.5,7.5,0.79,13.0,0.0,2.0
10.0,8.0,0.76,14.0,0.0,2.0
10.0,8.0,0.71,14.0,0.0,2.0
10.0,8.0,0.71,14.0,0.0,2.0
11.0,11.0,0.695,11.0,0.0,2.0
10.5,9.5,0.74,12.0,0.0,2.0
10.5,9.5,0.69,11.0,0.0,1.0
10.0,9.0,0.71,8.0,0.0,1.0
9.0,8.0,0.76,7.0,0.0,1.0
8.0,6.5,0.845,8.5,0.0,1.0
8.0,7.5,0.845,3.0,0.0,1.0
7.5,7.0,0.87,5.0,0.0,1.0
8.0,6.5,0.74,8.5,0.0,2.0
6.5,4.5,0.66,8.0,0.0,1.0
6.0,4.0,0.71,7.0,0.0,1.0
5.5,3.5,0.68,7.0,0.0,1.0
5.0,3.5,0.7,7.5,0.0,1.0
4.5,4.0,0.725,5.0,0.0,1.0
5.5,4.0,0.705,6.5,0.0,1.0
7.0,5.0,0.685,10.0,0.0,1.0
8.5,6.5,0.64,10.0,0.0,1.0
10.0,10.0,0.54,6.0,0.0,2.0
11.0,11.0,0.485,8.0,0.0,1.0
11.0,11.0,0.455,7.0,0.0,2.0
12.5,12.5,0.41,5.0,0.0,1.0
12.0,12.0,0.425,5.5,0.0,1.0
12.0,12.0,0.395,5.0,0.0,1.0
12.0,12.0,0.38,5.0,0.0,1.0
12.5,12.5,0.37,10.0,0.0,1.0
12.5,12.5,0.355,14.0,0.0,1.0
12.0,12.0,0.38,17.5,0.0,1.0
12.0,12.0,0.38,22.0,0.0,1.0
11.0,11.0,0.47,25.0,0.0,1.0
9.5,6.5,0.56,23.0,0.0,1.0
8.5,5.5,0.62,24.0,0.0,1.0
8.0,5.0,0.66,21.0,0.0,1.0
7.0,3.0,0.71,23.0,0.0,1.0
7.0,3.0,0.71,23.0,0.0,1.0
6.5,3.5,0.735,18.0,0.0,1.0
6.0,2.5,0.76,19.5,0.0,1.0
5.0,1.0,0.81,19.5,0.0,1.0
5.5,1.5,0.785,20.5,0.0,1.0
6.5,3.0,0.71,19.5,0.0,1.0
8.0,4.0,0.595,28.0,0.0,1.0
9.0,5.5,0.52,26.0,0.0,1.0
10.5,9.0,0.405,24.0,0.0,1.0
11.0,11.0,0.365,28.0,0.0,1.0
12.5,12.5,0.32,27.0,0.0,1.0
12.5,12.5,0.29,29.0,0.0,1.0
13.5,13.5,0.29,28.0,0.0,1.0
13.0,13.0,0.32,28.0,0.0,1.0
14.0,14.0,0.29,26.0,0.0,1.0
13.5,13.5,0.285,29.0,0.0,1.0
12.5,12.5,0.385,25.0,0.0,1.0
12.0,12.0,0.51,21.0,0.0,1.0
11.0,11.0,0.54,20.0,0.0,1.0
10.0,8.0,0.58,19.0,0.0,1.0
9.5,7.5,0.6,16.0,0.0,1.0
9.0,7.0,0.66,15.0,0.0,1.0
8.5,6.0,0.685,14.0,0.0,1.0
8.0,5.5,0.71,14.0,0.0,1.0
8.0,5.0,0.735,17.0,0.0,1.0
8.0,5.0,0.71,18.0,0.0,1.0
8.0,5.0,0.71,16.0,0.0,1.0
8.0,5.0,0.76,16.0,0.0,1.0
8.0,5.5,0.79,14.0,0.0,2.0
9.0,6.0,0.76,19.5,0.0,1.0
10.0,7.0,0.71,22.0,0.0,2.0
10.5,9.0,0.745,24.0,0.0,2.0
11.0,9.5,0.77,24.0,0.0,2.0
10.5,9.0,0.8,29.5,0.0,2.0
10.0,7.0,0.82,24.0,0.0,2.0
9.5,6.5,0.845,20.5,0.0,2.0
10.0,8.0,0.82,15.0,0.0,2.0
11.0,11.0,0.77,17.0,0.0,1.0
13.0,13.0,0.59,20.0,0.0,1.0
13.0,13.0,0.51,22.0,0.0,1.0
12.5,12.5,0.545,21.0,0.0,1.0
12.0,12.0,0.605,19.0,0.0,1.0
11.0,11.0,0.645,15.0,0.0,1.0
9.0,7.0,0.71,15.0,0.0,1.0
9.0,7.0,0.71,14.0,0.0,1.0
9.0,6.5,0.66,17.0,0.0,1.0
8.5,5.5,0.64,17.0,0.0,1.0
8.0,5.0,0.66,18.0,0.0,1.0
7.5,4.5,0.685,18.0,0.0,1.0
7.0,4.0,0.735,18.0,0.0,1.0
7.0,4.0,0.735,16.0,0.0,1.0
6.5,3.5,0.76,15.0,0.0,1.0
7.0,4.0,0.76,15.0,0.0,1.0
8.5,5.5,0.71,19.5,0.0,1.0
9.5,6.5,0.665,22.0,0.0,1.0
11.5,11.5,0.6,22.5,0.0,1.0
12.5,12.5,0.525,26.0,0.0,1.0
12.5,12.5,0.51,25.0,0.0,1.0
14.0,14.0,0.43,23.0,0.0,1.0
15.5,15.5,0.36,24.0,0.0,1.0
14.0,14.0,0.39,22.5,0.0,1.0
14.5,14.5,0.375,19.5,0.0,1.0
14.0,14.0,0.425,22.5,0.0,1.0
14.5,14.5,0.39,20.5,0.0,1.0
13.0,13.0,0.49,16.0,0.0,1.0
12.0,12.0,0.525,14.0,0.0,1.0
11.5,11.5,0.56,9.0,0.0,1.0
11.0,11.0,0.58,8.0,0.0,1.0
9.5,8.0,0.665,12.0,0.0,1.0
8.5,5.5,0.685,16.0,0.0,1.0
7.5,5.0,0.735,14.0,0.0,1.0
7.0,5.0,0.785,11.0,0.0,2.0
7.0,5.5,0.785,9.0,0.0,1.0
7.0,6.0,0.76,7.0,0.0,1.0
6.5,5.0,0.785,9.0,0.0,1.0
7.0,5.0,0.76,10.0,0.0,1.0
7.0,5.0,0.76,10.0,0.0,1.0
7.0,4.0,0.76,17.0,0.0,1.0
8.0,5.0,0.685,22.0,0.0,1.0
9.0,5.5,0.64,27.0,0.0,1.0
10.0,7.0,0.6,25.0,0.0,1.0
10.5,9.0,0.56,24.0,0.0,1.0
11.0,11.0,0.5,24.0,0.0,1.0
11.5,11.5,0.485,26.0,0.0,1.0
12.0,12.0,0.47,22.0,0.0,1.0
12.0,12.0,0.505,24.0,0.0,1.0
11.5,11.5,0.56,25.0,0.0,1.0
11.5,11.5,0.56,24.0,0.0,1.0
10.0,7.0,0.58,24.0,0.0,1.0
10.0,7.0,0.58,24.0,0.0,1.0
9.0,6.0,0.62,21.0,0.0,1.0
9.0,6.0,0.62,19.0,0.0,1.0
9.0,6.0,0.64,18.0,0.0,1.0
8.0,5.0,0.685,17.0,0.0,1.0
7.5,5.5,0.71,12.0,0.0,1.0
7.0,5.0,0.76,9.0,0.0,1.0
7.0,5.0,0.735,12.0,0.0,1.0
6.5,4.5,0.76,11.0,0.0,1.0
7.0,5.0,0.76,12.0,0.0,1.0
7.0,4.5,0.785,14.0,0.0,1.0
7.0,4.5,0.785,15.0,0.0,1.0
7.5,4.5,0.785,16.0,0.0,2.0
8.0,5.0,0.79,19.0,0.0,2.0
9.5,6.5,0.735,18.5,0.0,1.0
10.5,9.0,0.74,27.0,0.0,2.0
11.0,11.0,0.72,27.0,0.0,1.0
12.0,12.0,0.67,28.0,0.0,1.0
13.5,13.5,0.61,28.0,0.0,1.0
13.0,13.0,0.63,29.0,0.0,1.0
12.5,12.5,0.65,30.0,0.0,2.0
12.0,12.0,0.67,29.0,0.0,2.0
11.5,11.5,0.72,25.0,0.0,2.0
11.0,11.0,0.77,27.0,0.0,2.0
11.0,11.0,0.77,25.0,0.0,2.0
11.0,11.0,0.77,27.0,0.0,2.0
11.0,11.0,0.77,23.0,0.0,2.0
10.0,7.0,0.88,22.0,0.0,2.0
10.0,7.0,0.91,20.0,0.0,2.0
10.5,9.0,0.94,17.5,0.0,2.0
11.0,11.0,0.94,15.0,0.0,2.0
11.0,11.0,0.94,17.0,0.0,2.0
11.5,11.5,0.94,17.0,0.0,2.0
12.0,12.0,0.94,16.0,0.0,2.0
12.0,12.0,0.94,15.0,0.0,2.0
12.0,12.0,0.94,18.0,0.0,2.0
12.5,12.5,0.97,14.0,0.0,2.0
13.5,13.5,0.94,13.0,0.0,2.0
14.5,14.5,0.91,15.0,0.0,2.0
15.0,15.0,0.88,18.5,0.0,2.0
15.0,15.0,0.88,20.0,0.0,2.0
16.0,16.0,0.83,23.0,0.0,2.0
18.0,18.0,0.685,22.0,0.0,2.0
18.5,18.5,0.66,25.0,0.0,2.0
19.5,19.5,0.56,31.5,0.0,2.0
18.5,18.5,0.58,34.0,0.0,2.0
17.5,17.5,0.62,29.5,0.0,1.0
16.5,16.5,0.61,35.0,0.0,1.0
16.0,16.0,0.63,29.0,0.0,2.0
15.0,15.0,0.72,27.0,0.0,2.0
15.0,15.0,0.72,24.0,0.0,2.0
14.5,14.5,0.745,24.0,0.0,2.0
14.0,14.0,0.77,22.0,0.0,2.0
14.0,14.0,0.745,24.0,0.0,2.0
14.0,14.0,0.72,30.5,0.0,2.0
13.5,13.5,0.77,21.0,0.0,2.0
13.0,13.0,0.77,19.5,0.0,1.0
13.0,13.0,0.77,20.5,0.0,2.0
12.5,12.5,0.795,16.0,0.0,2.0
12.5,12.5,0.77,18.5,0.0,2.0
13.0,13.0,0.695,18.5,0.0,2.0
13.5,13.5,0.65,20.5,0.0,2.0
14.0,14.0,0.55,19.5,0.0,1.0
15.5,15.5,0.48,19.5,0.0,1.0
16.0,16.0,0.48,14.0,0.0,1.0
17.5,17.5,0.44,16.0,0.0,1.0
18.0,18.0,0.445,18.0,0.0,1.0
18.0,18.0,0.475,19.5,0.0,1.0
17.0,17.0,0.52,14.0,0.0,1.0
17.0,17.0,0.56,14.0,0.0,1.0
16.0,16.0,0.61,11.0,0.0,1.0
15.5,15.5,0.655,12.0,0.0,1.0
15.0,15.0,0.68,16.0,0.0,1.0
14.0,14.0,0.82,18.0,0.0,2.0
13.5,13.5,0.88,22.5,0.0,2.0
12.5,12.5,0.91,27.0,0.0,2.0
12.0,12.0,0.94,21.5,0.0,2.0
13.0,13.0,0.94,19.5,0.0,2.0
13.0,13.0,0.94,19.0,0.0,2.0
13.5,13.5,0.94,15.0,0.0,2.0
14.5,14.5,0.94,7.0,0.0,2.0
15.5,15.5,0.91,13.0,0.0,2.0
16.0,16.0,0.88,15.0,0.0,2.0
16.0,16.0,0.855,20.5,0.0,2.0
15.5,15.5,0.855,23.0,0.0,2.0
15.5,15.5,0.795,28.0,0.0,2.0
15.0,15.0,0.72,39.0,0.0,2.0
14.5,14.5,0.675,38.0,0.0,2.0
14.0,14.0,0.61,38.0,0.0,1.0
16.0,16.0,0.45,42.5,0.0,1.0
16.0,16.0,0.435,43.5,0.0,1.0
16.0,16.0,0.48,44.5,0.0,1.0
16.0,16.0,0.48,41.5,0.0,1.0
16.0,16.0,0.465,42.5,0.0,1.0
15.0,15.0,0.53,43.5,0.0,2.0
14.5,14.5,0.55,41.0,0.0,1.0
14.0,14.0,0.59,37.0,0.0,1.0
13.5,13.5,0.61,38.0,0.0,1.0
13.0,13.0,0.67,34.0,0.0,1.0
13.0,13.0,0.63,30.5,0.0,1.0
12.5,12.5,0.695,31.5,0.0,2.0
12.0,12.0,0.72,29.5,0.0,1.0
11.5,11.5,0.77,29.5,0.0,2.0
11.0,11.0,0.77,29.0,0.0,1.0
10.5,9.0,0.82,26.0,0.0,2.0
10.0,7.0,0.85,22.0,0.0,2.0
11.0,11.0,0.82,23.0,0.0,2.0
10.0,8.5,0.82,26.0,0.0,1.0
11.0,11.0,0.745,28.0,0.0,1.0
11.5,11.5,0.72,29.0,0.0,1.0
13.0,13.0,0.65,34.0,0.0,1.0
13.0,13.0,0.7,36.0,0.0,2.0
13.5,13.5,0.655,38.0,0.0,2.0
14.0,14.0,0.61,40.5,0.0,2.0
13.5,13.5,0.65,42.0,0.0,2.0
12.5,12.5,0.77,38.0,0.0,2.0
14.5,14.5,0.675,30.5,0.0,1.0
14.5,14.5,0.63,38.0,0.0,2.0
14.0,14.0,0.67,37.0,0.0,2.0
14.0,14.0,0.65,37.0,0.0,1.0
13.5,13.5,0.675,29.5,0.0,2.0
13.5,13.5,0.61,36.0,0.0,2.0
13.0,13.0,0.65,31.5,0.0,2.0
13.0,13.0,0.63,31.5,0.0,2.0
12.0,12.0,0.67,30.5,0.0,1.0
12.0,12.0,0.67,29.0,0.0,2.0
11.0,11.0,0.72,28.0,0.0,1.0
11.0,11.0,0.745,24.0,0.0,2.0
11.0,11.0,0.745,22.0,0.0,2.0
11.0,11.0,0.77,20.0,0.0,2.0
11.0,11.0,0.77,20.0,0.0,2.0
10.5,9.0,0.795,19.5,0.0,1.0
11.0,11.0,0.77,17.0,0.0,1.0
11.5,11.5,0.745,16.0,0.0,2.0
12.5,12.5,0.695,19.5,0.0,2.0
14.0,14.0,0.63,17.0,0.0,1.0
15.0,15.0,0.57,17.0,0.0,1.0
15.5,15.5,0.555,17.0,0.0,1.0
16.5,16.5,0.435,20.5,0.0,1.0
17.0,17.0,0.435,24.0,0.0,1.0
16.0,16.0,0.48,26.0,0.0,2.0
16.0,16.0,0.48,20.0,0.0,1.0
16.0,16.0,0.465,20.5,0.0,1.0
15.0,15.0,0.435,19.0,0.0,1.0
14.0,14.0,0.475,19.5,0.0,1.0
13.0,13.0,0.55,17.5,0.0,1.0
12.5,12.5,0.63,16.0,0.0,1.0
12.0,12.0,0.67,11.0,0.0,1.0
11.0,11.0,0.72,11.0,0.0,1.0
11.0,11.0,0.67,11.0,0.0,1.0
10.5,10.0,0.74,10.0,0.0,1.0
10.0,9.0,0.76,9.0,0.0,1.0
10.0,9.0,0.76,8.0,0.0,1.0
10.0,10.0,0.76,6.0,0.0,1.0
10.0,10.0,0.76,5.0,0.0,1.0
10.5,10.5,0.74,2.0,0.0,1.0
11.0,11.0,0.72,5.0,0.0,1.0
11.0,11.0,0.745,6.0,0.0,2.0
12.5,12.5,0.65,7.0,0.0,1.0
13.5,13.5,0.63,12.0,0.0,1.0
15.0,15.0,0.55,13.0,0.0,1.0
16.5,16.5,0.535,17.0,0.0,1.0
17.0,17.0,0.52,18.0,0.0,1.0
16.5,16.5,0.595,15.0,0.0,1.0
15.0,15.0,0.7,18.5,0.0,1.0
14.0,14.0,0.795,17.0,0.0,2.0
15.0,15.0,0.7,14.0,0.0,2.0
14.5,14.5,0.725,15.0,0.0,1.0
14.5,14.5,0.77,15.0,0.0,2.0
14.0,14.0,0.82,15.0,0.0,1.0
14.0,14.0,0.82,17.0,0.0,2.0
14.0,14.0,0.82,18.0,0.0,2.0
14.0,14.0,0.795,17.0,0.0,2.0
14.0,14.0,0.77,21.0,0.0,2.0
14.0,14.0,0.77,20.0,0.0,2.0
13.5,13.5,0.795,22.0,0.0,2.0
13.0,13.0,0.795,25.0,0.0,2.0
13.0,13.0,0.745,27.0,0.0,1.0
12.5,12.5,0.745,29.0,0.0,2.0
12.5,12.5,0.695,31.0,0.0,2.0
13.0,13.0,0.695,29.5,0.0,1.0
13.5,13.5,0.695,27.0,0.0,1.0
15.0,15.0,0.59,35.0,0.0,2.0
14.5,14.5,0.57,35.0,0.0,2.0
16.0,16.0,0.55,30.5,0.0,1.0
15.0,15.0,0.59,29.0,0.0,2.0
16.0,16.0,0.555,32.5,0.0,2.0
18.5,18.5,0.43,32.0,0.0,2.0
18.0,18.0,0.415,34.0,0.0,1.0
18.0,18.0,0.4,33.0,0.0,1.0
17.0,17.0,0.405,31.0,0.0,1.0
17.0,17.0,0.435,26.0,0.0,1.0
16.0,16.0,0.45,25.0,0.0,1.0
15.0,15.0,0.51,19.0,0.0,1.0
14.0,14.0,0.53,14.0,0.0,1.0
13.5,13.5,0.53,12.0,0.0,1.0
13.0,13.0,0.59,11.0,0.0,1.0
12.5,12.5,0.61,11.0,0.0,1.0
11.5,11.5,0.695,8.0,0.0,1.0
11.0,11.0,0.72,6.5,0.0,1.0
10.5,9.5,0.825,11.0,0.0,1.0
10.0,8.0,0.91,14.0,0.0,2.0
10.5,10.5,0.91,4.0,0.0,2.0
11.5,11.5,0.88,5.0,0.0,2.0
12.5,12.5,0.795,9.0,0.0,2.0
13.5,13.5,0.745,15.0,0.0,2.0
14.5,14.5,0.675,17.0,0.0,1.0
16.0,16.0,0.59,18.0,0.0,1.0
16.5,16.5,0.575,18.0,0.0,1.0
17.5,17.5,0.54,20.5,0.0,1.0
18.0,18.0,0.52,21.0,0.0,1.0
18.5,18.5,0.525,22.0,0.0,1.0
18.0,18.0,0.56,22.0,0.0,1.0
18.0,18.0,0.56,20.5,0.0,1.0
18.0,18.0,0.54,18.5,0.0,1.0
18.0,18.0,0.52,19.5,0.0,1.0
17.0,17.0,0.575,15.0,0.0,1.0
16.5,16.5,0.61,13.0,0.0,1.0
15.5,15.5,0.655,6.5,0.0,1.0
15.0,15.0,0.7,7.5,0.0,1.0
14.0,14.0,0.745,6.0,0.0,1.0
14.0,14.0,0.77,6.5,0.0,1.0
13.5,13.5,0.795,9.0,0.0,1.0
15.0,15.0,0.72,9.0,0.0,1.0
14.5,14.5,0.745,8.5,0.0,1.0
14.0,14.0,0.77,5.0,0.0,1.0
14.5,14.5,0.77,6.5,0.0,1.0
15.5,15.5,0.745,13.0,0.0,1.0
15.5,15.5,0.745,18.0,0.0,1.0
16.0,16.0,0.72,17.5,0.0,1.0
17.0,17.0,0.68,23.0,0.0,1.0
18.5,18.5,0.62,24.0,0.0,1.0
20.0,20.0,0.56,22.0,0.0,1.0
21.0,21.0,0.53,21.5,0.0,1.0
21.5,21.5,0.53,22.0,0.0,1.0
21.5,21.5,0.515,25.0,0.0,1.0
22.0,22.0,0.53,20.0,0.0,1.0
21.5,21.5,0.55,21.0,0.0,1.0
20.0,20.0,0.58,24.0,0.0,1.0
19.5,19.5,0.56,22.0,0.0,1.0
18.0,18.0,0.6,20.0,0.0,1.0
17.0,17.0,0.64,20.0,0.0,1.0
16.0,16.0,0.61,19.0,0.0,1.0
15.0,15.0,0.63,18.5,0.0,1.0
15.0,15.0,0.57,19.0,0.0,1.0
14.0,14.0,0.59,18.5,0.0,1.0
13.5,13.5,0.65,16.0,0.0,1.0
13.0,13.0,0.67,14.0,0.0,1.0
12.5,12.5,0.695,14.0,0.0,1.0
12.0,12.0,0.745,12.0,0.0,1.0
12.0,12.0,0.77,16.0,0.0,1.0
12.5,12.5,0.745,14.0,0.0,1.0
13.0,13.0,0.695,19.5,0.0,1.0
13.0,13.0,0.63,22.0,0.0,1.0
13.0,13.0,0.67,22.0,0.0,1.0
13.0,13.0,0.61,25.0,0.0,1.0
14.5,14.5,0.53,27.0,0.0,1.0
17.0,17.0,0.42,28.0,0.0,1.0
16.5,16.5,0.435,32.0,0.0,1.0
18.0,18.0,0.4,31.5,0.0,1.0
18.0,18.0,0.385,35.0,0.0,1.0
17.0,17.0,0.42,34.0,0.0,1.0
18.0,18.0,0.34,34.0,0.0,1.0
17.5,17.5,0.355,31.0,0.0,1.0
16.5,16.5,0.34,27.0,0.0,1.0
15.0,15.0,0.36,28.0,0.0,1.0
14.0,14.0,0.4,21.0,0.0,1.0
13.5,13.5,0.44,20.0,0.0,1.0
12.5,12.5,0.525,16.0,0.0,1.0
11.5,11.5,0.58,11.0,0.0,1.0
11.0,11.0,0.62,11.0,0.0,1.0
10.0,8.0,0.67,12.0,0.0,1.0
9.0,7.5,0.71,12.0,0.0,1.0
8.5,6.0,0.735,14.0,0.0,1.0
8.0,6.0,0.76,11.0,0.0,1.0
9.0,8.0,0.76,8.0,0.0,1.0
10.5,10.0,0.69,5.5,0.0,1.0
13.0,13.0,0.59,2.0,0.0,1.0
14.5,14.5,0.53,6.5,0.0,1.0
16.0,16.0,0.45,9.0,0.0,1.0
16.5,16.5,0.395,7.5,0.0,1.0
18.0,18.0,0.33,7.0,0.0,1.0
18.0,18.0,0.32,5.5,0.0,1.0
19.0,19.0,0.335,8.0,0.0,1.0
19.0,19.0,0.345,9.0,0.0,1.0
19.0,19.0,0.35,8.5,0.0,1.0
18.5,18.5,0.375,15.0,0.0,1.0
18.0,18.0,0.4,14.0,0.0,1.0
15.0,15.0,0.575,21.0,0.0,1.0
13.5,13.5,0.675,24.0,0.0,1.0
12.0,12.0,0.77,24.0,0.0,1.0
11.5,11.5,0.795,19.5,0.0,1.0
11.0,11.0,0.795,15.0,0.0,1.0
10.0,8.0,0.82,15.0,0.0,1.0
10.0,8.0,0.82,16.0,0.0,1.0
10.0,8.0,0.82,15.0,0.0,1.0
9.0,6.0,0.87,19.5,0.0,1.0
9.0,6.0,0.87,17.0,0.0,1.0
9.0,6.0,0.845,18.0,0.0,1.0
9.5,7.0,0.845,17.0,0.0,1.0
11.0,11.0,0.745,25.0,0.0,1.0
11.0,11.0,0.77,28.5,0.0,2.0
11.0,11.0,0.72,28.0,0.0,1.0
11.0,11.0,0.745,29.0,0.0,2.0
11.0,11.0,0.77,30.5,0.0,2.0
11.0,11.0,0.77,32.0,0.0,2.0
10.0,6.0,0.85,35.0,0.0,2.0
9.5,6.0,0.91,27.5,0.0,2.0
10.0,7.0,0.88,23.0,0.0,2.0
10.0,7.0,0.91,21.0,0.0,2.0
10.0,7.0,0.88,21.0,0.0,2.0
10.0,8.0,0.88,17.0,0.0,2.0
9.0,6.0,0.94,17.0,0.0,2.0
9.0,6.5,0.94,16.0,0.0,2.0
9.0,7.0,0.94,15.0,0.0,2.0
9.5,7.5,0.91,14.0,0.0,2.0
9.0,6.5,0.94,16.0,0.0,2.0
9.0,6.5,0.94,17.0,0.0,2.0
9.0,7.0,0.94,14.0,0.0,2.0
9.0,7.0,0.87,12.0,0.0,2.0
9.0,7.0,0.845,11.0,0.0,2.0
9.0,7.5,0.82,10.0,0.0,2.0
9.0,7.0,0.82,12.0,0.0,2.0
9.0,7.0,0.79,12.0,0.0,2.0
9.0,6.5,0.71,16.0,0.0,2.0
10.0,8.0,0.645,14.0,0.0,1.0
11.0,11.0,0.62,11.0,0.0,1.0
12.0,12.0,0.63,8.0,0.0,1.0
12.0,12.0,0.605,14.0,0.0,2.0
12.0,12.0,0.605,11.0,0.0,2.0
13.0,13.0,0.59,13.0,0.0,2.0
13.5,13.5,0.57,11.0,0.0,2.0
14.5,14.5,0.53,9.0,0.0,1.0
16.0,16.0,0.5,12.0,0.0,1.0
15.5,15.5,0.535,16.0,0.0,1.0
15.0,15.0,0.57,18.0,0.0,1.0
14.5,14.5,0.59,18.5,0.0,2.0
14.0,14.0,0.63,18.0,0.0,1.0
13.5,13.5,0.72,18.0,0.0,2.0
12.5,12.5,0.795,21.0,0.0,2.0
12.0,12.0,0.82,21.0,0.0,2.0
12.0,12.0,0.82,18.5,0.0,2.0
12.5,12.5,0.795,16.0,0.0,1.0
13.0,13.0,0.77,24.0,0.0,2.0
13.0,13.0,0.77,21.0,0.0,2.0
13.0,13.0,0.82,20.0,0.0,2.0
13.0,13.0,0.82,18.0,0.0,2.0
13.5,13.5,0.82,18.0,0.0,2.0
14.0,14.0,0.82,17.0,0.0,2.0
14.5,14.5,0.795,14.0,0.0,2.0
15.5,15.5,0.655,22.5,0.0,1.0
16.0,16.0,0.555,28.0,0.0,2.0
16.5,16.5,0.485,22.0,0.0,1.0
16.5,16.5,0.52,23.0,0.0,1.0
17.0,17.0,0.47,23.0,0.0,1.0
18.0,18.0,0.43,22.0,0.0,1.0
17.5,17.5,0.44,22.0,0.0,1.0
18.0,18.0,0.4,22.0,0.0,1.0
18.0,18.0,0.4,18.0,0.0,1.0
17.5,17.5,0.41,22.0,0.0,1.0
16.5,16.5,0.435,21.0,0.0,1.0
16.0,16.0,0.435,19.0,0.0,1.0
15.0,15.0,0.48,15.0,0.0,1.0
14.0,14.0,0.495,16.0,0.0,1.0
13.0,13.0,0.53,16.0,0.0,1.0
12.5,12.5,0.525,13.0,0.0,1.0
12.0,12.0,0.56,13.0,0.0,1.0
12.0,12.0,0.56,12.0,0.0,1.0
10.5,9.5,0.645,11.0,0.0,1.0
9.5,7.5,0.715,12.0,0.0,1.0
9.0,7.0,0.76,12.0,0.0,1.0
9.0,7.0,0.82,12.0,0.0,1.0
10.5,9.5,0.74,14.0,0.0,1.0
11.5,11.5,0.695,15.0,0.0,1.0
13.5,13.5,0.53,18.5,0.0,1.0
15.0,15.0,0.45,26.0,0.0,1.0
15.5,15.5,0.45,21.0,0.0,1.0
16.5,16.5,0.42,21.5,0.0,1.0
16.0,16.0,0.45,23.0,0.0,1.0
17.5,17.5,0.41,22.0,0.0,1.0
17.5,17.5,0.395,22.0,0.0,1.0
17.0,17.0,0.435,24.0,0.0,1.0
16.5,16.5,0.435,21.0,0.0,2.0
16.0,16.0,0.45,17.0,0.0,1.0
15.5,15.5,0.515,18.0,0.0,2.0
14.5,14.5,0.57,17.0,0.0,1.0
14.0,14.0,0.59,20.0,0.0,1.0
12.5,12.5,0.695,15.0,0.0,1.0
12.0,12.0,0.72,12.0,0.0,1.0
12.0,12.0,0.72,15.0,0.0,1.0
12.0,12.0,0.72,16.0,0.0,1.0
11.0,11.0,0.77,15.0,0.0,1.0
10.5,9.5,0.795,12.0,0.0,1.0
10.0,8.0,0.79,14.0,0.0,2.0
10.0,8.0,0.76,16.0,0.0,2.0
10.5,9.5,0.74,16.0,0.0,2.0
11.0,11.0,0.745,18.5,0.0,2.0
11.5,11.5,0.82,20.5,0.0,2.0
12.0,12.0,0.88,23.0,0.0,2.0
12.5,12.5,0.91,22.0,0.0,2.0
13.0,13.0,0.94,31.0,0.0,2.0
14.0,14.0,0.82,29.0,0.0,2.0
15.0,15.0,0.7,38.0,0.0,1.0
15.0,15.0,0.57,46.0,0.0,2.0
14.5,14.5,0.57,28.5,0.0,2.0
15.0,15.0,0.48,30.5,0.0,1.0
15.5,15.5,0.45,36.0,0.0,1.0
15.0,15.0,0.42,30.5,0.0,1.0
13.5,13.5,0.46,34.0,0.0,1.0
12.5,12.5,0.475,29.5,0.0,1.0
11.5,11.5,0.56,30.5,0.0,1.0
10.5,9.0,0.625,28.0,0.0,1.0
10.0,7.0,0.67,23.0,0.0,1.0
9.5,7.0,0.69,21.5,0.0,1.0
9.0,6.0,0.71,21.5,0.0,1.0
9.0,6.0,0.71,24.0,0.0,1.0
9.0,5.5,0.735,28.0,0.0,1.0
8.5,5.0,0.735,26.0,0.0,1.0
8.0,4.5,0.79,23.0,0.0,1.0
9.0,5.5,0.71,27.0,0.0,1.0
10.0,7.0,0.67,27.0,0.0,1.0
11.0,11.0,0.62,29.0,0.0,1.0
12.0,12.0,0.56,28.0,0.0,1.0
12.5,12.5,0.545,27.0,0.0,1.0
14.0,14.0,0.48,27.0,0.0,2.0
11.5,11.5,0.625,27.5,0.0,2.0
14.5,14.5,0.51,21.5,0.0,2.0
10.5,9.0,0.69,19.5,0.0,3.0
12.0,12.0,0.545,18.5,0.0,2.0
